age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
middle_aged2,Private,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Sales,Own-child,White,Female,zero,zero,normal,United-States,<=50K
old,Private,p50,HS-grad,average,Widowed,Machine-op-inspct,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Sales,Own-child,White,Male,zero,zero,normal,United-States,<=50K
old,State-gov,p75,Assoc-acdm,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,low,Mexico,<=50K
old,Private,p25,Some-college,average,Widowed,Tech-support,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Self-emp-inc,p75,Assoc-voc,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged2,Private,p75,Assoc-acdm,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,Some-college,average,Divorced,Tech-support,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
teenager,Private,p100,10th,elementary,Never-married,Other-service,Own-child,White,Female,zero,zero,low,United-States,<=50K
young,Private,p50,Some-college,average,Divorced,Tech-support,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
very_old,Self-emp-not-inc,p100,HS-grad,average,Widowed,Farming-fishing,Not-in-family,White,Female,zero,zero,low,United-States,<=50K
adult,State-gov,p50,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,Black,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,HS-grad,average,Never-married,Other-service,Not-in-family,Black,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-inc,p25,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,11th,elementary,Never-married,Transport-moving,Own-child,White,Male,zero,zero,low,United-States,<=50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,Some-college,average,Divorced,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,>50K
middle_aged,Private,p25,HS-grad,average,Widowed,Machine-op-inspct,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,State-gov,p25,HS-grad,average,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,Preschool,elementary,Never-married,Farming-fishing,Not-in-family,White,Male,zero,zero,normal,Mexico,<=50K
middle_aged,Private,p25,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p100,HS-grad,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,nonzero,low,United-States,>50K
middle_aged2,Private,p100,10th,elementary,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Federal-gov,p75,HS-grad,average,Divorced,Adm-clerical,Not-in-family,Black,Female,zero,zero,high,United-States,<=50K
young,Private,p75,11th,elementary,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,nonzero,zero,normal,United-States,>50K
middle_aged,Federal-gov,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,Private,p25,HS-grad,average,Divorced,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Some-college,average,Never-married,Exec-managerial,Own-child,White,Female,zero,zero,low,United-States,<=50K
very_old,Private,p50,Assoc-acdm,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,low,United-States,<=50K
old,Private,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p100,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,Cuba,<=50K
middle_aged2,Self-emp-not-inc,p50,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,very_high,United-States,<=50K
young,State-gov,p50,Masters,average,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,zero,zero,low,Taiwan,<=50K
teenager,Private,p25,11th,elementary,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,low,United-States,<=50K
teenager,Self-emp-not-inc,p75,11th,elementary,Never-married,Other-service,Own-child,White,Female,nonzero,zero,low,United-States,<=50K
young,Private,p25,11th,elementary,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-not-inc,p50,HS-grad,average,Divorced,Craft-repair,Own-child,White,Male,zero,zero,high,United-States,<=50K
young,Self-emp-not-inc,p25,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p50,Some-college,average,Never-married,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p25,7th-8th,elementary,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p100,Bachelors,average,Separated,Exec-managerial,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Federal-gov,p25,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,State-gov,p50,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,nonzero,zero,very_high,United-States,>50K
middle_aged2,Federal-gov,p25,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,nonzero,zero,normal,United-States,>50K
middle_aged,Private,p25,HS-grad,average,Married-civ-spouse,Protective-serv,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,11th,elementary,Never-married,Handlers-cleaners,Own-child,Black,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,Some-college,average,Separated,Machine-op-inspct,Unmarried,Black,Female,zero,zero,high,United-States,<=50K
adult,Private,p75,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,<=50K
middle_aged2,Private,p25,5th-6th,elementary,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Divorced,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p50,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,Some-college,average,Never-married,Adm-clerical,Not-in-family,White,Female,nonzero,zero,high,United-States,<=50K
middle_aged2,Private,p25,Some-college,average,Never-married,Other-service,Not-in-family,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,nonzero,high,United-States,>50K
middle_aged,Private,p50,Bachelors,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,normal,United-States,>50K
adult,Private,p25,Some-college,average,Never-married,Exec-managerial,Own-child,White,Female,zero,zero,low,United-States,<=50K
old,Local-gov,p50,HS-grad,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p75,Bachelors,average,Never-married,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Federal-gov,p25,Bachelors,average,Separated,Adm-clerical,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,Masters,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p100,Some-college,average,Never-married,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,Some-college,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,Nicaragua,<=50K
middle_aged,Private,p100,9th,elementary,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,Masters,average,Never-married,Exec-managerial,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
teenager,Private,p50,Some-college,average,Never-married,Other-service,Own-child,White,Male,zero,zero,low,United-States,<=50K
middle_aged,Private,p25,Some-college,average,Never-married,Exec-managerial,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p75,Bachelors,average,Never-married,Handlers-cleaners,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,HS-grad,average,Widowed,Machine-op-inspct,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,5th-6th,elementary,Never-married,Other-service,Own-child,White,Female,zero,zero,normal,El-Salvador,<=50K
young,Private,p75,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p50,HS-grad,average,Never-married,Machine-op-inspct,Own-child,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p75,Assoc-voc,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-not-inc,p50,Masters,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p100,HS-grad,average,Divorced,Other-service,Unmarried,Black,Female,zero,zero,low,United-States,<=50K
young,Private,p50,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged,Self-emp-inc,p75,Prof-school,high_education,Never-married,Other-service,Not-in-family,White,Male,zero,zero,high,United-States,>50K
old,Self-emp-inc,p100,1st-4th,elementary,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,low,United-States,<=50K
young,Local-gov,p50,HS-grad,average,Never-married,Transport-moving,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,nonzero,normal,United-States,>50K
middle_aged,Private,p50,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p75,Some-college,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,high,United-States,>50K
very_old,Private,p50,Bachelors,average,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,zero,zero,normal,China,<=50K
young,Private,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Bachelors,average,Divorced,Sales,Other-relative,Asian-Pac-Islander,Female,zero,zero,normal,South,<=50K
adult,Private,p25,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,low,Hungary,<=50K
adult,Private,p75,Some-college,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Some-college,average,Widowed,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p25,7th-8th,elementary,Never-married,Farming-fishing,Unmarried,White,Male,nonzero,zero,normal,United-States,<=50K
young,Federal-gov,p50,Assoc-acdm,average,Divorced,Exec-managerial,Unmarried,White,Male,zero,zero,high,United-States,>50K
old,Self-emp-not-inc,p75,Some-college,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p25,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,high,United-States,<=50K
teenager,Private,p75,HS-grad,average,Never-married,Handlers-cleaners,Other-relative,White,Male,zero,zero,normal,United-States,<=50K
adult,Local-gov,p50,HS-grad,average,Never-married,Prof-specialty,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p50,Assoc-acdm,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Never-married,Farming-fishing,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p50,HS-grad,average,Separated,Transport-moving,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p100,Some-college,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,Some-college,average,Married-civ-spouse,Tech-support,Husband,White,Male,nonzero,zero,normal,United-States,>50K
adult,Private,p75,Bachelors,average,Never-married,Adm-clerical,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,9th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,Mexico,<=50K
teenager,Private,p100,11th,elementary,Never-married,Sales,Own-child,White,Male,zero,zero,low,United-States,<=50K
old,Private,p50,Bachelors,average,Never-married,Exec-managerial,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p50,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Self-emp-not-inc,p50,Some-college,average,Divorced,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
old,Federal-gov,p100,HS-grad,average,Divorced,Prof-specialty,Not-in-family,White,Female,zero,nonzero,normal,United-States,<=50K
middle_aged2,Federal-gov,p100,HS-grad,average,Never-married,Adm-clerical,Unmarried,Black,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p50,HS-grad,average,Divorced,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,HS-grad,average,Divorced,Craft-repair,Unmarried,White,Male,nonzero,zero,normal,United-States,<=50K
middle_aged,Private,p100,Bachelors,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p100,Assoc-acdm,average,Never-married,Tech-support,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Never-married,Machine-op-inspct,Not-in-family,Black,Male,zero,nonzero,normal,United-States,<=50K
young,Private,p50,Bachelors,average,Divorced,Machine-op-inspct,Not-in-family,White,Female,zero,nonzero,normal,United-States,<=50K
middle_aged,Self-emp-not-inc,p25,5th-6th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,HS-grad,average,Never-married,Handlers-cleaners,Other-relative,White,Male,zero,zero,normal,Mexico,<=50K
young,Private,p25,Assoc-acdm,average,Divorced,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
